county,precinct_votefile,precinct
WHEELER,Mitchell #3,OR_WHEELER_3
WHEELER,Spray #4,OR_WHEELER_4
YAMHILL,1,OR_YAMHILL_01
YAMHILL,2,OR_YAMHILL_02
YAMHILL,3,OR_YAMHILL_03
YAMHILL,4,OR_YAMHILL_04
YAMHILL,7,OR_YAMHILL_07
YAMHILL,9,OR_YAMHILL_09
YAMHILL,10,OR_YAMHILL_10
YAMHILL,12,OR_YAMHILL_12
YAMHILL,13,OR_YAMHILL_13
YAMHILL,14,OR_YAMHILL_14
YAMHILL,15,OR_YAMHILL_15
YAMHILL,16,OR_YAMHILL_16
YAMHILL,17,OR_YAMHILL_17
YAMHILL,18,OR_YAMHILL_18
YAMHILL,19,OR_YAMHILL_19
YAMHILL,20,OR_YAMHILL_20
YAMHILL,21,OR_YAMHILL_21
YAMHILL,22,OR_YAMHILL_22
YAMHILL,26,OR_YAMHILL_26
YAMHILL,27,OR_YAMHILL_27
YAMHILL,28,OR_YAMHILL_28
